File,SentenceNumber,Sentence,Translation
D_1,151,"‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Si ma tu stai parlando o scrivendo ? ! E gli altri ? Questa é una chat","‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Yes, but are you talking or writing? ! And the others? This is a chat"
D_1,152,"‎27 / 04 / 18 , 17 : 56 - SupportoVittima2 : Ma stai li , io non le copio","‎27 / 04 / 18 , 17 : 56 - SupportoVittima2 : stay there, I don't copy them"
D_1,153,"‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Ah no ? !","‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : It is not? !"
D_1,154,"‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Se proprio come il tuo amico","‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : You are just like your friend"
D_1,155,"‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Ma stai zitta","‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Shut up!"
D_1,156,"‎27 / 04 / 18 , 17 : 57 - SupportoBullo1 : Io non sto mica parlando eh","‎27 / 04 / 18 , 17 : 57 - SupportoBullo1 : I am not talking eh"
D_1,157,"‎27 / 04 / 18 , 17 : 57 - SupportoBullo1 : Io sto scrivendo se non te ne accorgi","‎27 / 04 / 18 , 17 : 57 - SupportoBullo1 : I'm writing if you don't realize it"
D_1,158,"‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Ma stai scrivendo","‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : But you are writing"
D_1,159,"‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Appunto","‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Exactly"
D_1,160,"‎27 / 04 / 18 , 17 : 58 - SupportoVittima2 : È allora","‎27 / 04 / 18 , 17 : 58 - SupportoVittima2 : So then"
D_1,161,"‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Allora non sto parlando genio !","‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Then I'm not talking genius!"
D_1,162,"‎27 / 04 / 18 , 17 : 59 - SupportoVittima2 : È che vuole dire , i messaggi arrivano lo stesso","‎27 / 04 / 18 , 17 : 59 - SupportoVittima2 : What does it means ?, the messages arrive anyway"
D_1,163,"‎27 / 04 / 18 , 17 : 59 - SupportoVittima2 : Tanto le persone li leggono","‎27 / 04 / 18 , 17 : 59 - SupportoVittima2 : People read them anyway"
D_1,164,"‎27 / 04 / 18 , 18 : 01 - SupportoBullo1 : Si ma non parlano ! ! ! ! E se si io nel frattempo non sto parlando","‎27 / 04 / 18 , 18 : 01 - SupportoBullo1 : Yeah, but they don't speak ! ! ! ! And if they are, I'm not talking."
D_1,165,"‎27 / 04 / 18 , 18 : 01 - SupportoVittima2 : Non sai fare altro , invece che bullizzare le persone o prenderle in giro","‎27 / 04 / 18 , 18 : 01 - SupportoVittima2 : That's all you do, instead of bullying people or making fun of them."
D_1,166,"‎27 / 04 / 18 , 18 : 02 - SupportoVittima2 : Fatti un' esame di coscienza","‎27 / 04 / 18 , 18 : 02 - SupportoVittima2 : Think about what you’re doing."
D_1,167,"‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : Non sai più cosa scrivere","‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : You don't know what to write anymore"
D_1,168,"‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : Ti si sono finite le frasi","‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : You ran out of sentences."
D_1,169,"‎27 / 04 / 18 , 18 : 04 - SupportoBullo1 : Ma non sai fare altro che prendere le frasi degli altri ? !","‎27 / 04 / 18 , 18 : 04 - SupportoBullo1 : But all you can do is steal other people's sentences? !"
D_1,170,"‎27 / 04 / 18 , 18 : 04 - SupportoBullo1 : Tu non le hai mai avute quindi . .","‎27 / 04 / 18 , 18 : 04 - SupportoBullo1 : You have never had them so . ."
D_1,171,"‎27 / 04 / 18 , 18 : 05 - SupportoVittima2 : Ma guarda chi prende le parole da chi","‎27 / 04 / 18 , 18 : 05 - SupportoVittima2 : Look who's taking words from who!"
D_1,172,"‎27 / 04 / 18 , 18 : 06 - SupportoVittima2 : È vedi chi prende le parole","‎27 / 04 / 18 , 18 : 06 - SupportoVittima2 : you will see who takes the words"
D_1,173,"‎27 / 04 / 18 , 18 : 07 - SupportoBullo1 : Senti sei capace di scrivere una cosa con un qualche significato capibile oppure dobbiamo aspettare ancora molto","‎27 / 04 / 18 , 18 : 07 - SupportoBullo1 : Listen, are you able to write something with any comprehensible meaning or do we have to wait much longer?"
D_1,174,"‎27 / 04 / 18 , 18 : 08 - SupportoVittima2 : Tu prima di parlare pensa che cosa devi scrivere , o forse Non sai scrivere perché a scuola Non seguì alle lezioni è sai fare la bulla","‎27 / 04 / 18 , 18 : 08 - SupportoVittima2 : Before talking, think about what you have to write, or maybe you don't know how to write because at school you don’t follow the lessons and you know how to be a bully."
D_1,175,"‎27 / 04 / 18 , 18 : 09 - SupportoVittima2 : È se continui ti sospenderanno perché continui a prendere in giro Vittima","‎27 / 04 / 18 , 18 : 09 - SupportoVittima2 : And if you continue, they'll suspend you because you keep making fun of Vittima!"
D_1,176,"‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : Ma gli affari tuoi mai no ? !","‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : You never mind your own business! !"
D_1,177,"‎27 / 04 / 18 , 18 : 10 - SupportoVittima2 : Si , qualche problema","‎27 / 04 / 18 , 18 : 10 - SupportoVittima2 : Yes, some problems"
D_1,178,"‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : Eh ? ? ? Ripeto , cela fai a scrivere qualcosa con un senso ?","‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : Huh? ? ? I repeat, can you write something that makes sense?"
D_1,179,"‎27 / 04 / 18 , 18 : 11 - SupportoBullo1 : Si molti uno dei miei problemi sei tu !","‎27 / 04 / 18 , 18 : 11 - SupportoBullo1 : Yes, many. One of my problems is you!"
D_1,180,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Si","‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Yes"
D_1,181,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Tu no","‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Not you"
D_1,182,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Mi dispiace perché non sai leggere","‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : I'm sorry because you can't read"
D_1,183,"‎27 / 04 / 18 , 18 : 11 - SupportoBullo1 : &#128514; &#128514; &#128514;","‎27 / 04 / 18 , 18 : 11 - SupportoBullo1 : &#128514; &#128514; &#128514;"
D_1,184,"‎27 / 04 / 18 , 18 : 12 - SupportoVittima2 : Ridi quanto vuoi","‎27 / 04 / 18 , 18 : 12 - SupportoVittima2 : Laugh all you want."
D_1,185,"‎27 / 04 / 18 , 18 : 12 - SupportoBullo1 : Se non sapessi leggere non avrei letto ciò che hai scritto","‎27 / 04 / 18 , 18 : 12 - SupportoBullo1 : If I couldn't read I wouldn't have read what you wrote."
D_1,186,"‎27 / 04 / 18 , 18 : 12 - SupportoBullo1 : &#128580; &#128580;","‎27 / 04 / 18 , 18 : 12 - SupportoBullo1 : &#128580; &#128580;"
D_1,187,"‎27 / 04 / 18 , 18 : 13 - SupportoVittima2 : Tu presti il tuo telefono a qualcuno che sappi scrivere e anche leggere","‎27 / 04 / 18 , 18 : 13 - SupportoVittima2 : You lend your phone to someone who can write and read too."
D_1,188,"‎27 / 04 / 18 , 18 : 13 - SupportoVittima2 : Tanto si vede","‎27 / 04 / 18 , 18 : 13 - SupportoVittima2 : It's obvious"
D_1,189,"‎27 / 04 / 18 , 18 : 14 - SupportoBullo1 : Si come no dai ma fammi il favore che hai anche sbagliato il verbo","‎27 / 04 / 18 , 18 : 14 - SupportoBullo1 : Yeah sure, do me a favor, you also got the verb wrong"
D_1,190,"‎27 / 04 / 18 , 18 : 14 - SupportoBullo1 : Se vuoi ti presto un dizionario","‎27 / 04 / 18 , 18 : 14 - SupportoBullo1 : If you want, I'll lend you a dictionary"
D_1,191,"‎27 / 04 / 18 , 18 : 14 - SupportoVittima2 : No Non mi serve","‎27 / 04 / 18 , 18 : 14 - SupportoVittima2 : No I don't need it"
D_1,192,"‎27 / 04 / 18 , 18 : 15 - SupportoBullo1 : Ne siamo sicuri ? !","‎27 / 04 / 18 , 18 : 15 - SupportoBullo1 : Are we sure? !"
D_1,193,"‎27 / 04 / 18 , 18 : 15 - SupportoVittima2 : Si","‎27 / 04 / 18 , 18 : 15 - SupportoVittima2 : Yes"
D_1,194,"‎27 / 04 / 18 , 18 : 15 - SupportoVittima2 : Sono affari tuoi","‎27 / 04 / 18 , 18 : 15 - SupportoVittima2 : It's your business"
D_2,0,"‎27 / 04 / 18 , 14 : 09 - SupportoBullo2 : Come sei bravo a ballare Vittima ! Ahaha","‎27 / 04 / 18 , 14 : 09 - SupportoBullo2 : How good you are at dancing Vittima! Ahaha"
D_2,1,"‎27 / 04 / 18 , 14 : 09 - SupportoBullo1 : Già","‎27 / 04 / 18 , 14 : 09 - SupportoBullo1 : Yep"
D_2,2,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Fai schifo ciccione !","‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : You suck, fatso!"
D_2,3,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Ahah mi fai ridere","‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Ahah you make me laugh"
D_2,4,"‎27 / 04 / 18 , 14 : 10 - Bullo1 : Ballerino provetto vai ad amici sicuramente ti prenderanno hahahahhahahaa","‎27 / 04 / 18 , 14 : 10 - Bullo1 : Skilled dancer, go to ”Amici” (Italian TV show for young talents) they will surely take you hahahahhahahaa"
D_2,5,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Neanche sai fare una corsa ! Perché ti metti a ballare ? ?","‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : You can't even run! Why are you dancing? ?"
D_2,6,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Poi i tuoi musical . ly hahahahag","‎27 / 04 / 18 , 14 : 11 - Bullo1 : Then your musica l. ly hahahahag"
D_2,7,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : È già tanto se è riuscito a scaricarsi musical . ly ahahaha","‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : It's enough that he managed to download musical . ly ahahaha"
D_2,8,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Impara prima di fare le cose che fai più bella figura","‎27 / 04 / 18 , 14 : 11 - Bullo1 : Learn before you do things, you'll make a better impression."
D_2,9,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Già hahahhaha","‎27 / 04 / 18 , 14 : 11 - Bullo1 : Yeah hahahhaha"
D_2,10,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo1 : È abbastanza preoccupante che non sappia fare nemmeno una capriola hahaha","‎27 / 04 / 18 , 14 : 11 - SupportoBullo1 : It's quite worrying that he can't even do a somersault hahaha"
D_2,11,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Già","‎27 / 04 / 18 , 14 : 11 - Bullo1 :  Yep"
D_2,12,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : Che poi è una canzone orrenda !","‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : What a horrible song!"
D_2,13,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Non la conosce nessuno","‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Nobody knows her"
D_2,14,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : Come lui !","‎27 / 04 / 18 , 14 : 12 - Bullo1 : Like him!"
D_2,15,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Ahahah giaa","‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Ahahah yep"
D_2,16,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : Anni 90 hahahahaha","‎27 / 04 / 18 , 14 : 12 - Bullo1 : The 90's hahaha"
D_2,17,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Ahahahah","‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Ahahahah"
D_2,18,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Rido","‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : I am laughing"
D_2,19,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : Quanto mangia quello al giorno hahaha","‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : How much does he eat in one day hahaha"
D_2,20,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : Che quando va al Mc Donald lo svuota hahah","‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : when he goes to Mc Donald he empties it hahah"
D_2,21,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Quanto mi fa ridere quello scemo ! Ahahahah","‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : How funny that fool is! Ahahahah"
D_2,22,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Non so ahaha","‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : I do not know ahaha"
D_2,23,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Oddio ahaha","‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Oh God haha"
D_2,24,"‎27 / 04 / 18 , 14 : 14 - SupportoBullo2 : Ahahah veroo","‎27 / 04 / 18 , 14 : 14 - SupportoBullo2 : That's right."
D_2,25,"‎27 / 04 / 18 , 14 : 14 - Bullo1 : Dovrebbe essere segnalato quel musical . ly da quanto è brutto hahahaha","‎27 / 04 / 18 , 14 : 14 - Bullo1 : that musical . ly should be flagged for how bad it is hahaha"
D_2,26,"‎27 / 04 / 18 , 14 : 14 - SupportoBullo2 : Esatto ahah","‎27 / 04 / 18 , 14 : 14 - SupportoBullo2 : Exactly haha."
D_2,27,"‎27 / 04 / 18 , 14 : 14 - Bullo1 : Hahahahah","‎27 / 04 / 18 , 14 : 14 - Bullo1 : Hahahah"
D_2,28,"‎27 / 04 / 18 , 14 : 15 - Vittima : Certo che proprio non avete nulla da fare se state tutto il giorno a guardare quello che fanno gli altri . . .","‎27 / 04 / 18 , 14 : 15 - Vittima : Of course you have nothing to do if you stay all day watching what others do . . ."
D_2,29,"‎27 / 04 / 18 , 14 : 16 - Bullo1 : E tu dovresti imparare a fare le cose prima di postarle","‎27 / 04 / 18 , 14 : 16 - Bullo1 : And you should learn how to do things before you post them"
D_2,30,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo2 : Stai zitto ahahah . Balli peggio di un elefantee","‎27 / 04 / 18 , 14 : 16 - SupportoBullo2 : Shut up ahahah . You dance worse than an elephant"
D_2,31,"‎27 / 04 / 18 , 14 : 16 - Bullo1 : Ti ho chiesto di parlare ?","‎27 / 04 / 18 , 14 : 16 - Bullo1 : Did I ask you to speak?"
D_2,32,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo2 : Esatto ahah","‎27 / 04 / 18 , 14 : 16 - SupportoBullo2 : Exactly hahaha"
D_2,33,"‎27 / 04 / 18 , 14 : 16 - Bullo1 : Zitto elefante","‎27 / 04 / 18 , 14 : 16 - Bullo1 : Shut up elephant"
D_2,34,"‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : Ahahah","‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : Ahahah"
D_2,35,"‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : Che ridere","‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : What a laugh!"
D_2,36,"‎27 / 04 / 18 , 14 : 35 - SupportoVittima1 : Lasciatelo stare povero !","‎27 / 04 / 18 , 14 : 35 - SupportoVittima1 : Leave him alone poor thing!"
D_2,37,"‎27 / 04 / 18 , 14 : 35 - Bullo1 : Ma tu che vuoi ?","‎27 / 04 / 18 , 14 : 35 - Bullo1 : What do you want?"
D_2,38,"‎27 / 04 / 18 , 14 : 35 - Bullo1 : Ti ho chiesto di parlare ?","‎27 / 04 / 18 , 14 : 35 - Bullo1 : Did I ask you to speak?"
D_2,39,"‎27 / 04 / 18 , 14 : 35 - SupportoVittima1 : Voglio che lo lasciate stare","‎27 / 04 / 18 , 14 : 35 - SupportoVittima1 : I want you to leave him alone"
D_2,40,"‎27 / 04 / 18 , 14 : 35 - SupportoBullo2 : Chi ti ha chiesto qualcosa ? ?","‎27 / 04 / 18 , 14 : 35 - SupportoBullo2 : Who asked you anything? ?"
D_2,41,"‎27 / 04 / 18 , 14 : 36 - Bullo1 : Tu puoi insegnargli a fare i musical . ly e a fare ginnastica .","‎27 / 04 / 18 , 14 : 36 - Bullo1 : You can teach him to make musicals . ly and gymnastics."
D_2,42,"‎27 / 04 / 18 , 14 : 36 -Bullo1:  Forse servi a qualcosa","[42 '\u200e27 / 04 / 18 , 14 : 36 -Bullo1: Forse servi a qualcosa'
 ""\u200e27 / 04 / 18 , 14 : 36 -Bullo1: Maybe you're good for something.""
 'D_2']"
D_2,43,"‎27 / 04 / 18 , 14 : 36 - SupportoVittima1 : No e io parlo quando voglio","‎27 / 04 / 18 , 14 : 36 - SupportoVittima1 : No and I talk when I want to"
D_2,44,"‎27 / 04 / 18 , 14 : 37 - Bullo1 : Allora cosa parli ?","‎27 / 04 / 18 , 14 : 37 - Bullo1 : What are you talking about?"
D_2,45,"‎27 / 04 / 18 , 14 : 37 - SupportoVittima1 : State zitti io sto solo dicendo di lasciarlo stare","‎27 / 04 / 18 , 14 : 37 - SupportoVittima1 : Shut up, I'm just saying to leave him alone"
D_2,46,"‎27 / 04 / 18 , 14 : 38 - Bullo1 : Zitto lo dici a tuo fratello","‎27 / 04 / 18 , 14 : 38 - Bullo1 :  You are going to tell your brother to shut up"
D_2,47,"‎27 / 04 / 18 , 14 : 39 - Bullo1 : Non lo lasciamo stare .","‎27 / 04 / 18 , 14 : 39 - Bullo1 : We don't leave him alone."
D_2,48,"‎27 / 04 / 18 , 14 : 39 - SupportoBullo2 : Ma chiudi la bocca . A me zitta non lo dici","‎27 / 04 / 18 , 14 : 39 - SupportoBullo2 : Shut your mouth. You don't tell me to shut up"
D_2,49,"‎27 / 04 / 18 , 14 : 40 - SupportoVittima1 : Okay lo farò però lo dico anche a voi bulletti","‎27 / 04 / 18 , 14 : 40 - SupportoVittima1 : Okay I'll do it  but I'll tell you bullies too"
D_2,50,"‎27 / 04 / 18 , 14 : 40 - Bullo1 : Ma tua mamma bulletta","‎27 / 04 / 18 , 14 : 40 - Bullo1 : But your mother, bully"
D_2,51,"‎27 / 04 / 18 , 14 : 40 - SupportoVittima1 : Zitto posso dirlo a chi voglio","‎27 / 04 / 18 , 14 : 40 - SupportoVittima1 : Shut up I can tell whoever I want"
D_2,52,"‎27 / 04 / 18 , 14 : 41 - SupportoBullo2 : A me no chiaro ?","‎27 / 04 / 18 , 14 : 41 - SupportoBullo2 : I don't, okay?"
D_2,53,"‎27 / 04 / 18 , 14 : 41 - Bullo1 : A noi*","‎27 / 04 / 18 , 14 : 41 - Bullo1 : To us*"
D_2,54,"‎27 / 04 / 18 , 14 : 41 - SupportoVittima1 : No non è chiaro 🤪","‎27 / 04 / 18 , 14 : 41 - SupportoVittima1 : No non è chiaro 🤪"
D_2,55,"‎27 / 04 / 18 , 14 : 42 - Bullo1 : Sarà meglio che ti sia ben chiaro sennò ti faccio vedere io come ti è ben chiaro","‎27 / 04 / 18 , 14 : 42 - Bullo1 : You’d better understand it clearly or I'll show you how it's clear to you"
D_2,56,"‎27 / 04 / 18 , 14 : 42 - Bullo1 : Poi vedremo","‎27 / 04 / 18 , 14 : 42 - Bullo1 : Then we'll see"
D_2,57,"‎27 / 04 / 18 , 14 : 42 - SupportoVittima1 : Okay vediamo però ancora per una volta lasciate stare Vittima","‎27 / 04 / 18 , 14 : 42 - SupportoVittima1 : Ok we will see, but once again leave Vittima alone."
D_2,58,"‎27 / 04 / 18 , 14 : 42 - Bullo1 : Più guardi il tuo musical . ly più rido","‎27 / 04 / 18 , 14 : 42 - Bullo1 : The more you watch your musical . ly the more I laugh."
D_2,59,"‎27 / 04 / 18 , 14 : 43 - Bullo1 : Non lo lasciamo stare","‎27 / 04 / 18 , 14 : 43 - Bullo1 : We are not leaving him alone"
D_2,60,"‎27 / 04 / 18 , 14 : 43 - SupportoVittima1 : Invece sì","‎27 / 04 / 18 , 14 : 43 - SupportoVittima1 : Yes"
D_2,61,"‎27 / 04 / 18 , 14 : 43 - SupportoBullo2 : Pure io ahhha","‎27 / 04 / 18 , 14 : 43 - SupportoBullo2 : Me too ahhha"
D_2,62,"‎27 / 04 / 18 , 14 : 43 - Bullo1 : Chi sei tu per dirmi le cose che devo fare ?","‎27 / 04 / 18 , 14 : 43 - Bullo1 : Who are you to tell me the things I have to do?"
D_2,63,"‎27 / 04 / 18 , 14 : 43 -Bullo1:  Bambina .","[63 '\u200e27 / 04 / 18 , 14 : 43 -Bullo1: Bambina .'
 '\u200e27 / 04 / 18 , 14 : 43 -Bullo1: Little girl.' 'D_2']"
D_2,64,"‎27 / 04 / 18 , 14 : 44 - Bullo1 : Mi fate solo ridere hahahhahahaha","‎27 / 04 / 18 , 14 : 44 - Bullo1 : You just make me laugh hahahhahaha"
D_2,65,"‎27 / 04 / 18 , 14 : 44 - SupportoBullo2 : Già ahahah","‎27 / 04 / 18 , 14 : 44 - SupportoBullo2 : Yeah haha"
D_2,66,"‎27 / 04 / 18 , 14 : 44 - SupportoVittima1 : Sono SupportoVittima1 se non sai chi sono e poi bambina sei tu che te la prendi con i più deboli . . . LASCIATE STARE Vittima","‎27 / 04 / 18 , 14 : 44 - SupportoVittima1 : I'm VittimaSupport1 if you don't know who I am and then baby you're the one picking on the weakest . . . Leave Vittima alone"
D_2,67,"‎27 / 04 / 18 , 14 : 45 - Bullo1 : E tu bamboccio non scrivi più ?","‎27 / 04 / 18 , 14 : 45 - Bullo1 : Don't you write anymore, kid?"
D_2,68,"‎27 / 04 / 18 , 14 : 45 -Bullo1:  Hai paura ?","[68 '\u200e27 / 04 / 18 , 14 : 45 -Bullo1: Hai paura ?'
 '\u200e27 / 04 / 18 , 14 : 45 -Bullo1: Are you afraid?' 'D_2']"
D_2,69,"‎27 / 04 / 18 , 14 : 45 -Bullo1:  Hahahhaha","[69 '\u200e27 / 04 / 18 , 14 : 45 -Bullo1: Hahahhaha'
 '\u200e27 / 04 / 18 , 14 : 45 -Bullo1: Hahahhaha' 'D_2']"
D_2,70,"‎27 / 04 / 18 , 14 : 45 - Bullo1 : NON LO LASCIAMO STARE","‎27 / 04 / 18 , 14 : 45 - Bullo1 : WE DO NOT LEAVE HIM ALONE."
D_2,71,"‎27 / 04 / 18 , 14 : 45 - SupportoBullo2 : Seconde ha paura ahahah","‎27 / 04 / 18 , 14 : 45 - SupportoBullo2 : Seconde (he) is scared hahaha"
D_2,72,"‎27 / 04 / 18 , 14 : 46 - Bullo1 : Non lasceremo stare nemmeno te se continui","‎27 / 04 / 18 , 14 : 46 - Bullo1 : We won't leave you alone either if you continue"
D_2,73,"‎27 / 04 / 18 , 14 : 47 - SupportoVittima1 : Stiamo parlado noi due cosa c ’ entra mi mamma","‎27 / 04 / 18 , 14 : 47 - SupportoVittima1 : We're talking about you and me, what does my mom have to do with it?"
D_2,74,"‎27 / 04 / 18 , 14 : 47 - Bullo1 : Impara l'italiano","‎27 / 04 / 18 , 14 : 47 - Bullo1 : Learn Italian."
D_2,75,"‎27 / 04 / 18 , 14 : 47 - Bullo1 : E tu bamboccio impara a fare i musical . ly e ginnastica hahaha","‎27 / 04 / 18 , 14 : 47 - Bullo1 : You, kid, learn to make musical. ly and gymnastics hahaha"
D_2,76,"‎27 / 04 / 18 , 14 : 48 - SupportoVittima1 : Lo so già","‎27 / 04 / 18 , 14 : 48 - SupportoVittima1 : I already know."
D_2,77,"‎27 / 04 / 18 , 14 : 48 - Bullo1 : Non mi pare","‎27 / 04 / 18 , 14 : 48 - Bullo1 : I don't think so"
D_2,78,"‎27 / 04 / 18 , 14 : 49 - Bullo1 : Parlado , è questo l'italiano che sai ? Hahhaha","‎27 / 04 / 18 , 14 : 49 - Bullo1 : “Parlado”, is this the Italian you know? Hahhaha"
D_2,79,"‎27 / 04 / 18 , 14 : 49 - SupportoVittima1 : Si","‎27 / 04 / 18 , 14 : 49 - SupportoVittima1 : Yes"
D_2,80,"‎27 / 04 / 18 , 14 : 49 - Bullo1 : Allora imparalo meglio","‎27 / 04 / 18 , 14 : 49 - Bullo1 : Then learn it better."
D_2,81,"‎27 / 04 / 18 , 14 : 49 - SupportoVittima1 : È questo che mi insegnano a scuola","‎27 / 04 / 18 , 14 : 49 - SupportoVittima1 : That's what they teach me at school."
D_2,82,"‎27 / 04 / 18 , 14 : 50 - Bullo1 : Mi sa che non ascolti","‎27 / 04 / 18 , 14 : 50 - Bullo1 : I guess you are not listening"
D_2,83,"‎27 / 04 / 18 , 14 : 50 - SupportoVittima1 : Ma basta lasciatelo stare ! ! &#128548;","‎27 / 04 / 18 , 14 : 50 - SupportoVittima1 : Leave him alone! ! &#128548;"
D_2,84,"‎27 / 04 / 18 , 14 : 50 - Bullo1 : O ma lo capisci che non lo lasciamo stare ?","‎27 / 04 / 18 , 14 : 50 - Bullo1 : Do you understand that we are not leaving him alone?"
D_2,85,"‎27 / 04 / 18 , 14 : 51 - Bullo1 : Bambocci","‎27 / 04 / 18 , 14 : 51 - Bullo1 : Kids"
D_2,86,"‎27 / 04 / 18 , 14 : 51 - Bullo1 : Dai vai a giocare con le bambole","‎27 / 04 / 18 , 14 : 51 - Bullo1 : Go and play with your dolls"
D_2,87,"‎27 / 04 / 18 , 14 : 51 - SupportoVittima1 : No non lo capisco e voi non capite che dovete lasciare stare Vittima","‎27 / 04 / 18 , 14 : 51 - SupportoVittima1 : No I don't understand it and you don't understand you have to leave Vittima alone"
D_2,88,"‎27 / 04 / 18 , 14 : 52 - SupportoVittima1 : Non le ho non sono così bambina come voi","‎27 / 04 / 18 , 14 : 52 - SupportoVittima1 : I don't have them. I'm not a child like you."
D_2,89,"‎27 / 04 / 18 , 14 : 52 - Bullo1 : Allora sarà meglio che lo capisci","‎27 / 04 / 18 , 14 : 52 - Bullo1 : Then you'd better understand it"
D_2,90,"‎27 / 04 / 18 , 14 : 52 - Bullo1 : Puahahhaha","‎27 / 04 / 18 , 14 : 52 - Bullo1 : Puahahhaha"
D_2,91,"‎27 / 04 / 18 , 14 : 52 - SupportoVittima1 : E anche per voi sarà meglio che lo capiate","‎27 / 04 / 18 , 14 : 52 - SupportoVittima1 : You better understand that too."
D_2,92,"‎27 / 04 / 18 , 14 : 52 - Bullo1 : Sennò ?","‎27 / 04 / 18 , 14 : 52 - Bullo1 : Otherwise?"
D_2,93,"‎27 / 04 / 18 , 14 : 53 - SupportoVittima1 : Sennò sarete nei guai","‎27 / 04 / 18 , 14 : 53 - SupportoVittima1 : Or you'll be in trouble."
D_2,94,"‎27 / 04 / 18 , 14 : 53 - Bullo1 : Zitta oca","‎27 / 04 / 18 , 14 : 53 - Bullo1 : Shut up dumb"
D_2,95,"‎27 / 04 / 18 , 14 : 53 - Bullo1 : Nei guai ci andrai tu","‎27 / 04 / 18 , 14 : 53 - Bullo1 : You will get in trouble"
D_2,96,"‎27 / 04 / 18 , 14 : 53 - SupportoVittima1 : Oca lo dici a qualcun altro ma non a me","‎27 / 04 / 18 , 14 : 53 - SupportoVittima1 : Tell dumb to someone else, not me"
