File,SentenceNumber,Sentence
A_1,383,‪Bullo2‬ : Se lo dici tu
A_1,384,Vittima : Ma cosa devo fare ? Vi ho solo invitati . Perché mi insulti ? Se non vuoi venire potevi dire che non ti interessava .
A_1,385,‪Bullo2‬ : Non posso ?
A_1,386,‪Bullo2‬ : Insomma bisogna avere un consenso per tutto
A_1,387,‪Bullo2‬ : ?
A_1,388,‪Bullo2‬ : Ah e comunque nom mi interessa
A_1,389,‪SupportoVittima3‬ : Allora non polemizzare
A_1,390,‪Bullo2‬ : Ma sei tu che continui a rispondere
A_1,391,Vittima : Ora mi sono scocciato . Questa è il gruppo della classe . Non è giusto che io non lo possa usare .
A_1,392,Vittima : Ora me ne vado a danza .
A_1,393,‪Bullo2‬ : Vai vai
A_1,394,Vittima : Se trovo ancora insulti allora ne parlo con i miei genitori
A_1,395,Vittima : o coi i prof
A_1,396,Vittima : poi vediamo
A_1,397,‪Bullo2‬ : Parla parla
A_1,398,‪SupportoVittima3‬ : Basta credo che sia l'ora di finirla qui
A_1,399,‪Bullo2‬ : Fate come vi pare
A_1,400,‪Bullo2‬ : Tanto qui i capi siete e voi e guai a chi non vi ascolta !
A_1,401,‪Bullo2‬ : &#128514; &#128514; &#128514; &#128514; &#128514;
A_1,402,‪SupportoVittima1‬ : Non è vero !
A_1,403,‪Bullo2‬ : E invece si
A_1,404,‪SupportoVittima1‬ : No
A_1,405,‪SupportoVittima3‬ : Non è affatto vero e comunque sono sicura che Vittima sa che se ci vengo é perché voglio venirci
A_1,406,‪SupportoVittima3‬ : Sicuramente non per compassione
A_1,407,Vittima : Oggi non ho voglia di litigare . Vado al museo con i miei genitori . Buongiorno a tutti !
A_1,408,"‪SupportoVittima1‬ : Grazie , divertiti"
A_1,409,‪SupportoVittima3‬ : Buona visita
A_1,410,‪SupportoVittima3‬ : &#128076;
A_1,411,‪Bullo1‬ : Ciao
A_1,412,‪Bullo1‬ : Come state ? ? ? ?
A_1,413,‪Bullo1‬ : Ciao
A_2,0,Vittima &#128378; : Ciao . . . volevo invitarvi al saggio di danza classica sabato 3 marzo . . . mi farebbe molto piacere . . . mi vergogno un po' 🤭
A_2,1,Vittima &#128378; : WA0000 . jpg ( file allegato )
A_2,2,Vittima &#128378; : Invito
A_2,3,SupportoVittima1 : Certo io verrò &#128578;
A_2,4,Vittima &#128378; : Grazie Leo &#128515;
A_2,5,SupportoVittima2 : Io non so se ci potrò essere
A_2,6,Vittima &#128378; : Fa niente . . . magari fammi sapere se riesci &#128522; &#128522;
A_2,7,SupportoVittima2 : Ok &#128077;
A_2,8,SupportoVittima3 : Io verrò sicuramente
A_2,9,"Vittima &#128378; : grazie SupportoVittima3 , sei un amico &#128076;"
A_2,10,SupportoVittima3 : Di niente &#128578;
A_2,11,Bullo2 : Io nn verrò pk so già che farai schifo &#128514;
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !"
A_2,13,Bullo2 : &#128514;
A_2,14,SupportoBullo2 : &#128514; &#128514; &#128514;
A_2,15,SupportoVittima2 : Ma che ne sapete di come balla ?
A_2,16,Bullo2 : Si può immaginare &#128514;
A_2,17,"Bullo1 : Ahahaha , anche solo il fatto che un maschio faccia danza classica . . . &#128514;"
A_2,18,Vittima &#128378; : perché che c'è di male nella danza ?
A_2,19,SupportoVittima2 : Ma infatti ?
A_2,20,Bullo2 : Ti credo che ti vergogni fai schifo &#128514;
A_2,21,SupportoVittima3 : Magari è bravissimo
A_2,22,Bullo2 : No la danza è bella solo che tu la rovini &#128514;
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !"
A_2,24,Vittima &#128378; : Guarda che ci sono tanti ballerini bravissimi in giro
A_2,25,Vittima &#128378; : &#128378; &#128378; &#128378;
A_2,26,SupportoVittima2 : Tipo Roberto Bolle scommetto che tu Bullo1 manco sai chi è
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati ."
A_2,28,Bullo1 : Non mi interessa &#128579;
A_2,29,Vittima &#128378; : infatti Bullo1 . . . ma perché dici che sono una femminuccia ?
A_2,30,"Bullo1 : Perché stai sulle palle a tutti , non sono l'unico a dirlo . . ."
A_2,31,SupportoBullo2 : Gia
A_2,32,SupportoBullo2 : &#128514;
A_2,33,Bullo1 : Ahahah vedi ?
A_2,34,"Vittima &#128378; : guarda che non ho fatto niente di male , mi piace solo ballare e non c'è niente di male . . . se vi sto sulle palle chi se ne frega"
A_2,35,SupportoVittima1 : Esistono anche ballerini maschi che fanno danza classica e sono molto bravi
A_2,36,"Bullo1 : Ma impara l'italiano , dislessico inutile"
A_2,37,Bullo1 : Non è il suo caso
A_2,38,SupportoBullo2 : &#128514;
A_2,39,SupportoVittima1 : Siete proprio dei bigoti
A_2,40,SupportoBullo1 : Gia Bullo1 hai ragione &#128077; &#128526;
A_2,41,Bullo2 : Solo a sentire le parole Vittima e danza mi vien da vomitare
A_2,42,SupportoBullo1 : Ha ha brava
A_2,43,SupportoBullo2 : Ai proprio ragione
A_2,44,SupportoBullo1 : &#128077; &#128077; &#128077;
A_2,45,SupportoBullo1 : 🤮
A_2,46,"Vittima &#128378; : che esagerati , la danza è uno sport come tanti altri"
A_2,47,"Bullo1 : Anche tu sei uno sfigato , ma come pochi ! !"
A_2,48,SupportoBullo2 : Grande
A_2,49,SupportoBullo1 : Bravodicibene Bullo1
A_2,50,SupportoBullo2 : &#128514; &#129315;
A_2,51,SupportoBullo1 : Hahahah
A_2,52,Bullo1 : Lo so lo so
A_2,53,Vittima &#128378; : Comunque non è che ci dovete venire per forza al saggio . . . vado tranquillamente da solo
A_2,54,Bullo1 : Tanto non ti caga nessuno
A_2,55,SupportoBullo2 : Appunto . . . Io non verro
A_2,56,Vittima &#128378; : tanto non vi volevo . . . e poi non capite nulla di danza
A_2,57,"Bullo1 : ""Non vi volevo"" , ma stai zitto che se fosse per noi saresti già sotto terra ."
A_2,58,Vittima &#128378; : addirittura . . . vabè almeno non devo vedervi
A_2,59,Bullo2 : Tanto nn verrà nessuno tanto le merde si vedono anche per strada &#128514;
A_2,60,SupportoBullo2 : &#128077; &#128514; &#128514;
A_2,61,Bullo1 : Se non vuoi più vederci ucciditi . . .
A_2,62,SupportoVittima2 : Tanto a lui non serve la vostra approvazione per fare quello che vuole
A_2,63,SupportoBullo1 : Vai Bullo1 sei un grande
A_2,64,Vittima &#128378; : grazie SupportoVittima2 &#128522;
A_2,65,Bullo1 : Ma perché appoggiate sto sifgato
A_2,66,SupportoBullo1 : No nn lo so continua cosi Bullo1
A_2,67,Bullo2 : Io nn sto dicendo che nn deve avere la nostra approvazione ma che in qualunque cosa faccia fa sempre schifo &#128514;
A_2,68,SupportoBullo1 : Gia faqifo
A_2,69,SupportoVittima3 : Non è vero
A_2,70,SupportoBullo1 : Ops fa schifo
A_2,71,Vittima &#128378; : dici che faccio schifo solo perché tu non sai danzare
A_2,72,Vittima &#128378; : ma in realtà ti piacerebbe
A_2,73,SupportoBullo3 : Bullo2 hai ragione &#129315; &#129315; &#129315;
A_2,74,Bullo2 : Io faccio danza da 8 anni per tua informazione &#128524;
A_2,75,SupportoBullo1 : A chi ti riferisci ?
A_2,76,Vittima &#128378; : dicevo ad Bullo1 . . .
A_2,77,SupportoBullo3 : Ecco se nn sai stai zitto &#128566;
A_2,78,SupportoBullo1 : Io da quando ne avevo 1 . 5
A_2,79,Bullo1 : Mi piacerebbe solo pestarti
A_2,80,SupportoBullo3 : E ma bravo . . . Proprio danza classica &#128514; &#128514;
A_2,81,SupportoBullo1 : Ahah
A_2,82,SupportoBullo3 : E vero che nn sei l'unico &#128514; &#128514;
A_2,83,SupportoBullo1 : &#128169; &#128169;
A_2,84,SupportoBullo3 : &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;
A_2,85,SupportoBullo1 : Caccacacca
A_2,86,SupportoBullo1 : Ahahahahahahahahahahahahahah
A_2,87,"Vittima &#128378; : grandi , come siete simpatici ! ! !"
A_2,88,SupportoBullo3 : E vabbè nn è colpa mia se ha ragione &#128514; &#128514;
A_2,89,SupportoBullo1 : Gia lo sono da quando sono nato
A_2,90,Bullo2 : Si infatti sappiamo di essere più grandi di te
A_2,91,SupportoBullo3 : Gr nn me lo dovevi dire lo sapevo gia &#128513; &#128514;
A_2,92,Bullo1 : Tu sei simpatico come una sprangate sui denti
A_2,93,SupportoBullo1 : Hahah
A_2,94,SupportoBullo3 : Hahaha &#128514; &#128514; &#129315;
A_2,95,SupportoBullo1 : O come la giunta sotto la scarpa
A_2,96,SupportoBullo3 : Oppure la ciunga sotto il banco &#128514; &#128514; &#128514; &#128514;
A_2,97,SupportoBullo1 : Come il mio ahahaha &#128514; &#128514; &#128514; &#128514; &#129315; &#129315; &#129315; &#129315; &#128579; &#128579; &#128579; &#128536;
A_2,98,SupportoBullo3 : . . . . .
A_2,99,SupportoBullo3 : WA0002 . mp4 ( file allegato )
A_2,100,SupportoBullo3 : Haha &#128514; &#128514; &#128514;
A_2,101,SupportoBullo1 : Hahahahahahahahahahahaha
A_2,102,SupportoBullo1 : WA0003 . mp4 ( file allegato )
A_2,103,Bullo1 : Questo messaggio è stato eliminato
A_2,104,"Bullo1 : Uno sfigato , proprio come te ! &#128521;"
A_2,105,SupportoBullo1 : Secondo me l'unica cosa bella è il teletabbies
A_2,106,Vittima &#128378; : grande . comunque adesso vado ad allenarmi . . . chi se ne frega di quello che dite voi . Ci sentiamo domani . . . .
A_2,107,SupportoBullo1 : Ok
A_2,108,SupportoBullo1 : Ritroverai il cell pieno
A_2,109,"Bullo1 : Vai vai , magari non tornare ."
A_2,110,SupportoBullo1 : Ahahahahahahahahahahgiahahahahah
A_2,111,"Vittima &#128378; : Sudato , stanco morto . . . ma FELICE perché so di saper danzare meglio di voi . . . non rovinerete la mia passione"
A_2,112,SupportoVittima3 : Grande . Sabato sarai bravissimo se continui di così
A_2,113,Vittima &#128378; : Grazie &#128515; &#128515;
A_2,114,Vittima &#128378; : Non importa cosa dicono gli altri
A_2,115,SupportoVittima3 : Tu devi fare quello che ti piace
A_2,116,Vittima &#128378; : Infatti
A_2,117,SupportoVittima3 : Ciao ci sentiamo domani
A_2,118,"Bullo1 : Ma chissenefrega . Non rovineremo la tua passione , ma rovineremo la tua vita !"
A_2,119,Bullo1 : Anche perché non ti caga nessuno
A_2,120,Vittima &#128378; : Non è vero sei solo invidioso
A_2,121,Vittima &#128378; : Perché non sei mai stato su in palco
A_2,122,Bullo1 : Tu non sei mai stato amico di nessuno
A_2,123,Bullo1 : Io ci sto tutti i giorni sul palco &#128521; &#128536;
A_2,124,Vittima &#128378; : non è vero
A_2,125,Vittima &#128378; : ho un sacco di amiche a danza
A_2,126,Bullo1 : Ahhahaha finochietto
A_2,127,"Vittima &#128378; : ma che ne sai tu di quanto è bello volare in aria , fare le spaccate e muoversi con i tuoi compagni di danza"
A_2,128,"Bullo1 : Ma non interessi a nessuno , rifugiati nel mondo dei sogni , ti rimane solo quello , sfigato inutile !"
A_2,129,"SupportoBullo2 : Ha proprio ragione , sei uno sfigato"
A_2,130,Bullo2 : Ma se quello che gli piace lo rovina ( lui rovina la danza )
A_2,131,Bullo2 : Ciao sfigato &#128514;
A_2,132,Vittima &#128378; : Non sono sfigato
A_2,133,Bullo2 : Sei andato a fare le prove &#128514;
A_2,134,Bullo2 : Ma …
A_2,135,Vittima &#128378; : Vado stasera . .
A_2,136,Bullo2 : Che bravo bimbo &#128514;
A_2,137,SupportoBullo2 : &#128514; &#128514; &#128514; &#128514;
A_2,138,Bullo2 : Anzi no che bravo sfigato
A_2,139,Vittima &#128378; : E tu quando vai ?
A_2,140,Bullo2 : Che te frega
A_2,141,Vittima &#128378; : Non mi sembra che ti alleni troppo
A_2,142,Bullo2 : È ?
A_2,143,SupportoBullo2 : &#128169;
A_2,144,SupportoBullo2 : &#128118;
A_2,145,"Vittima &#128378; : Bullo2 , tu fai danza giusto ?"
A_2,146,SupportoBullo2 : &#128111;
A_2,147,Bullo2 : Si
A_2,148,Vittima &#128378; : Potresti venire ad imparare qualcosa
A_2,149,Bullo2 : Anche no poi con te no
A_2,150,Bullo2 : Fai schifo
A_2,151,Bullo2 : Nn voglio vederti
A_2,152,Vittima &#128378; : Ma perché fate così ? Solo perché vengo da un alrro paese ?
A_2,153,Vittima &#128378; : O perché siete invidiosi ?
A_2,154,Bullo2 : Invidiosi di una merda che senso ha ? &#128514;
A_2,155,SupportoBullo2 : Ti metterai il vestitino &#128087; ! ! ! ?
A_2,156,Bullo2 : Da principessina
A_2,157,Vittima &#128378; : Certo che mi metto il vestitino
A_2,158,Bullo2 : Rosa mira comando
A_2,159,Vittima &#128378; : Tu non lo metti per fare danza ?
A_2,160,Bullo2 : No perché faccio hip hop cretino
A_2,161,Vittima &#128378; : Molto meglio danza classica
A_2,162,Bullo2 : Si ma danza classica è da femminuccia come te
A_2,163,Vittima &#128378; : Non è proprio vero
A_2,164,SupportoVittima2 : Ma perchè cretino che cazzo ne sapeva lui ?
A_2,165,Bullo1 : Ma stai zitto sfigato
A_2,166,Bullo1 : Vai fare le prove per poi ?
A_2,167,Vittima &#128378; : certo tutte le sere
A_2,168,Bullo1 : Non concluderai mai niente nella vita .
A_2,169,Vittima &#128378; : Tu invece ?
A_2,170,Bullo1 : Sei un impiastro
A_2,171,Vittima &#128378; : Ms pensa per te
A_2,172,Bullo1 : Io diventerò quello che tu non puoi neanche immaginare
A_2,173,Vittima &#128378; : Vedremo quando diventerò famoso tu dove sarai
A_2,174,Vittima &#128378; : Ahah
A_2,175,Vittima &#128378; : Sì voglio proprio vedrrer
A_2,176,Bullo1 : Tu non diventerai famoso
A_2,177,Bullo1 : Sfigato inutile
A_2,178,Bullo1 : WA0000 . mp4 ( file allegato )
A_2,179,Bullo1 : Tu mentre balli
A_2,180,Vittima &#128378; : Infatti so fare il salto mortale
A_2,181,Vittima &#128378; : Tu sai farlo ?
A_2,182,SupportoVittima2 : Sai farlo verament
A_2,183,SupportoVittima2 : ?
A_2,184,Vittima &#128378; : Certo
A_2,185,Bullo1 : Io so menarti
A_2,186,SupportoBullo2 : Bella questa
A_2,187,"Vittima &#128378; : Bravo , voglio vedere"
A_2,188,SupportoBullo2 : &#128514; &#128514;
A_2,189,SupportoBullo2 : &#129308;
A_2,190,Bullo1 : Meglio di no
A_2,191,Bullo1 : Potresti finire male
A_2,192,Vittima &#128378; : Sicuro sono più atletico e so schivarti
A_2,193,Bullo1 : Ma non dire cazzate
A_2,194,SupportoVittima2 : Ma esatto tu puoi correre tanto Bullo1 è così pigro che non ci proverebbe neanche
A_2,195,SupportoVittima2 : A inseguirti
A_2,196,SupportoVittima3 : Vero &#128514; &#128514; &#128514; &#128514; &#128514;
A_2,197,Bullo1 : Ma lo sfigato ?
A_2,198,SupportoVittima2 : Questo messaggio è stato eliminato
A_2,199,SupportoVittima2 : Questo messaggio è stato eliminato
A_2,200,Vittima &#128378; : Ero a danza
A_2,201,Vittima &#128378; : Comunque ho deciso che parlerò con qualcuno delle vostre offese
A_2,202,Vittima &#128378; : Avete rotto
A_2,203,"Bullo1 : Parla pure , sfigato"
A_2,204,Vittima &#128378; : Sì poi vediamo cosa fai
A_2,205,Vittima &#128378; : Piangi
A_2,206,Bullo1 : Ma stai zitto
A_2,207,"Bullo1 : Piangi tu , se ti prendo . NON OSARE DIRLO A NESSUNO , sfigato !"
A_2,208,Vittima &#128378; : Non puoi trattarmi così solo perché mi piace ballare
A_2,209,Vittima &#128378; : Ma che ho fatto di male
A_2,210,Bullo1 : Sei nato
A_2,211,SupportoVittima2 : Cavolo vacci piano
A_2,212,Vittima &#128378; : Grazie SupportoVittima2 tanto non può capire
A_2,213,Vittima &#128378; : Vorrei venisse al saggio solo per vedere che è una passione normalissima
A_2,214,Bullo1 : Ma che schifo
A_2,215,Bullo1 : Come te
A_2,216,"Vittima &#128378; : Bullo1 vorrei che la smettessi . Mi fai star male , sono molto triste per questa storia . . . mi offendi sempre . Va bene che non ti sto simpatico , ma vorrei mi ignorassi . Così mi fai solo soffrire senza motivo"
A_2,217,Bullo1 : Meglio .
A_2,218,SupportoVittima1 : Sta tranquillo che i tuoi veri amigos verranno di sicuro a vederti danzare &#128077;
A_2,219,Bullo2 : Hai rovinato la danza
A_2,220,Vittima &#128378; : Ne parlerò con i miei genitori poi voglio vedere se continuate ad offendermi
A_2,221,Bullo2 : Da quanto fai schifo anche i tuoi genitori ti prenderanno per il culo
A_2,222,"Vittima &#128378; : Non è vero Bullo2 , tu e Bullo1 siete solo dei bulli e la pagherete , insieme a tutti gli altri che vi vengono dietro &#128170;"
A_2,223,SupportoBullo2 : Si si ovvio
A_2,224,Vittima &#128378; : Vedrete
A_2,225,Vittima &#128378; : Non offenderete più nessuno ve lo prometto
A_2,226,SupportoBullo2 : &#128514;
A_2,227,SupportoBullo2 : &#129314;
A_2,228,SupportoBullo2 : &#128127;
A_2,229,SupportoBullo2 : &#128520; &#128520; &#128520; &#128520; &#128520;
A_2,230,Vittima &#128378; : &#128078; &#128078;
A_2,231,SupportoBullo2 : Si si . . . Inizia a scappare
A_2,232,SupportoBullo2 : WA0000 . mp4 ( file allegato )
A_2,233,Bullo2 : Quel tipo ti somiglia
A_2,234,Vittima &#128378; : Infatti dice no
A_2,235,Bullo2 : È un no per dirci di nn venire al saggio pk farai schifo
A_2,236,Vittima &#128378; : Sicuro non vi voglio se dovete offendermi
A_2,237,Vittima &#128378; : Ci saranno persone in grado di apprezzare la mia danza
A_2,238,Bullo2 : Per finta Apprezzarla
A_2,239,SupportoBullo1 : Gia proprio cosi
A_2,240,Bullo2 : &#128514;
A_2,241,Bullo2 : WA0001 . mp4 ( file allegato )
A_2,242,Bullo2 : Questi siamo noi dopo aver visto il fallimento di Vittima anzi nn il fallimento ma lo schifo
A_2,243,SupportoBullo1 : A dir la verità è qualcos'altro
A_2,244,SupportoBullo1 : No qualcuno altro
A_2,245,Bullo2 : Ahahahahah &#128514;
A_2,246,SupportoBullo1 : &#129315; &#129315; &#129315; &#128579; &#128267;
A_2,247,Vittima &#128378; : Cosa
A_2,248,SupportoBullo1 : Cosa cosa ?
A_2,249,Vittima &#128378; : Che intendi
A_2,250,SupportoBullo1 : Questo messaggio è stato eliminato
A_2,251,SupportoBullo1 : Nn intendo niente &#129315;
A_2,252,SupportoBullo1 : &#129315; &#128579; &#128514; &#128077;
A_2,253,Bullo1 : Parlane con chi ti pare
A_2,254,Bullo1 : Ti rideranno in faccia
A_2,255,Bullo1 : Scarti della società
A_2,256,Vittima &#128378; : Ride bene chi ride ultimo
A_2,257,Bullo1 : Ma che cazzo me ne frega
A_2,258,"Vittima &#128378; : Siete come sabbie mobili , tirate giù"
A_2,259,Bullo1 : Ti affogo nelle sabbie mobili
A_2,260,Bullo1 : Sfigato
A_2,261,Vittima &#128378; : Neanche hai capito che è una citazione
A_2,262,Vittima &#128378; : Di Battiato
A_2,263,Vittima &#128378; : Lo sai chi è almeno ?
A_2,264,Bullo2 : Nn me ne frega chi è mi interessa solo che tu faccia figure di merda per tutta la vita
A_2,265,"Vittima &#128378; : Brava , bella compagna di classe che sei"
A_2,266,Vittima &#128378; : Avee rotto ! ! ! ! !
A_2,267,Vittima &#128378; : Non me ne frega niente di quello che dite
A_2,268,Vittima &#128378; : Siete solo piccoli e invidiosi selle mie passioni ! ! ! ! ! !
A_2,269,Vittima &#128378; : &#128078; &#128078; &#128078;
A_2,270,Vittima &#128378; : Voi siete vuoti e non avete passioni forti come la mia
A_2,271,Bullo2 : Be dovrebbe fregartene pk stiamo dicendo solo la verità
A_2,272,"Bullo1 : Sfigato , ogni volta che parli a qualcuno nel modo iniziano a sanguinare le orecchie"
A_2,273,Vittima &#128378; : Verità ? Voi sapete solo offendere
A_2,274,"Bullo1 : Sì , uno sfigato"
A_2,275,Vittima &#128378; : INFORMATEVI
A_2,276,Vittima &#128378; : dovreste essere sensibili
A_2,277,Bullo2 : Sei tu quello nn informato
A_2,278,Vittima &#128378; : Che cosa direbbero i vostri genitori se lo sapessero che mi trattate così
A_2,279,Bullo2 : Noi siamo più forti di te quindi nn siamo sensibili
A_2,280,Vittima &#128378; : non andrete lontano così
A_2,281,Bullo2 : I miei hanno detto che posso fare quello che voglio
A_2,282,Vittima &#128378; : Non è vero
A_2,283,Bullo2 : Lo dici solo tu che nn è vero
A_2,284,Vittima &#128378; : Anche chi mi vuole bene
A_2,285,Bullo2 : Cioè nessuno
A_2,286,Bullo2 : Anzi forse i tuoi simili le merde
A_2,287,Vittima &#128378; : Ti ricordo che io ho ballato con Kledi
A_2,288,Vittima &#128378; : E kledi sarebbe una merda ?
A_2,289,Bullo2 : Chi cacchio è kleidi un nome da sfigato come il tuo
A_2,290,Vittima &#128378; : È un ballerino famossissimo
A_2,291,Vittima &#128378; : Cercalo invece di offendere
A_2,292,Vittima &#128378; : WA0002 . jpg ( file allegato )
A_2,293,Vittima &#128378; : C _ 103 _ schedaPersonaggio _ 711 _ upiFotoPersonaggio . jpeg
A_2,294,Bullo2 : Ma è un nome da femmina &#128514;
A_2,295,Vittima &#128378; : Non è vero
A_2,296,Vittima &#128378; : Io chiamerò mio figlio Kledi
A_2,297,Vittima &#128378; : WA0003 . jpg ( file allegato )
A_2,298,Vittima &#128378; : C _ 103 _ schedaPersonaggio _ 711 _ upiFotoPersonaggio . jpeg
A_2,299,"Bullo1 : ""Tuo figlio"" Sei talmente brutto che neanche un palo della luce farebbe un figlio con te . . ."
A_2,300,SupportoVittima3 : Non è vero
A_2,301,Vittima &#128378; : Grazie SupportoVittima3
A_2,302,Vittima &#128378; : Non capiscono niente
A_2,303,Bullo1 : Sì invece
A_2,304,Bullo1 : Sfigato
A_2,305,SupportoVittima3 : Ma dite sempre le stesse cose
A_2,306,"Vittima &#128378; : Vero , non sanno essere creativi neanche con le offese"
A_2,307,Bullo1 : Ma stai zitto
A_2,308,Bullo1 : Che sei talmente brutto che neanche una supposta ti si incula
A_2,309,Vittima &#128378; : Solo frasi fatte
A_2,310,"Bullo1 : Ah , perché le tue prese da altri sfigato come te ?"
A_2,311,Vittima &#128378; : Neanche sai chi è
A_2,312,Vittima &#128378; : Come fai a dire che è sfigato
A_2,313,Bullo1 : Perché lo segui
A_2,314,Bullo1 : Poi io ci parlo anche con te
A_2,315,Bullo1 : Non vali neanche le calorie che brucio scrivendoti
A_2,316,SupportoBullo1 : Verone
A_2,317,SupportoBullo1 : Bullo1
A_2,318,SupportoBullo2 : Già … ai proprio ragione Bullo1
A_2,319,SupportoBullo1 : &#129315; &#129315;
A_2,320,SupportoBullo1 : La supposta ahahaha &#129315; &#129315; &#129315; &#129315; &#128514; &#128514; &#128514; &#128514;
A_2,321,SupportoBullo3 : Detto giusto . . . &#129315; &#129315; &#129315; &#129315;
A_2,322,Bullo1 : Hey sfigatello ! Come va ?
A_2,323,Vittima &#128378; : Tutto bene
A_2,324,SupportoBullo1 : Ciao
A_2,325,SupportoVittima2 : Ciao
A_3,0,"23 / 04 / 18 , 16 : 17 - Vittima : Hai eliminato questo messaggio"
A_3,1,"‎23 / 04 / 18 , 16 : 18 - Vittima : ‎IMG - 20180423 - WA0001 . jpg ( file allegato )"
A_3,2,"‎23 / 04 / 18 , 16 : 19 - Vittima : Ciao . . . volevo invitarvi al saggio di danza classica . . . mi farebbe molto piacere . . . mi vergogno un po' ."
A_3,3,"‎23 / 04 / 18 , 16 : 22 - Bullo1 : Ma chi ci vuole venire che quando balli sembri un ippopotamo"
A_3,4,"‎23 / 04 / 18 , 16 : 23 - Bullo2 : Poi ballare è da donne"
A_3,5,"‎23 / 04 / 18 , 16 : 23 - Bullo1 : Già"
A_3,6,"‎23 / 04 / 18 , 16 : 23 - Vittima : ma perché dite così ?"
A_3,7,"‎23 / 04 / 18 , 16 : 24 - Vittima : non è vero che è da donne , e poi non mi avete mai visto ballare"
A_3,8,"‎23 / 04 / 18 , 16 : 24 - SupportoVittima2 : Secondo me è bravo non bisogna giudicare prima di vedere"
A_3,9,"‎23 / 04 / 18 , 16 : 24 - SupportoVittima2 : Lasciatelo stare io vengo volentieri"
A_3,10,"‎23 / 04 / 18 , 16 : 25 - Bullo2 : È l'ultima cosa che vorrei fare"
A_3,11,"‎23 / 04 / 18 , 16 : 25 - Vittima : Grazie SupportoVittima2 , ti faccio sapere meglio dove e a che ora"
A_3,12,"‎23 / 04 / 18 , 16 : 25 - SupportoBullo2 : Appunto e da sfigati"
A_3,13,"‎23 / 04 / 18 , 16 : 25 - SupportoVittima2 : Che simpaticone"
A_3,14,"‎23 / 04 / 18 , 16 : 26 - SupportoVittima2 : Ci vengo stra volentieri"
A_3,15,"‎23 / 04 / 18 , 16 : 26 - Vittima : Bullo2 guarda che non ti costringe nessuno . . . che poi in realtà non hai mai visto qualcuno danzare , magari ti piace lo spettacolo"
A_3,16,"‎23 / 04 / 18 , 16 : 27 - Bullo1 : Così vi rendete ridicoli pure voi"
A_3,17,"‎23 / 04 / 18 , 16 : 27 - SupportoVittima2 : Allora a me piacciono i gay"
A_3,18,"‎23 / 04 / 18 , 16 : 27 - SupportoBullo2 : Ma dai tanto e da sfigati cosa vai a vedere delle bellerine"
A_3,19,"‎23 / 04 / 18 , 16 : 27 - Vittima : ma non ci sono solo ballerine ! siamo un gruppo misto"
A_3,20,"‎23 / 04 / 18 , 16 : 28 - SupportoVittima2 : Ballerini**poi che ne sai magari sono più bravi delle ragazze"
A_3,21,"‎23 / 04 / 18 , 16 : 28 - Bullo2 : Lo so ma un maschio che balla è ridicolo"
A_3,22,"‎23 / 04 / 18 , 16 : 28 - SupportoVittima2 : Hahahah è la femmina no ?"
A_3,23,"‎23 / 04 / 18 , 16 : 28 - Vittima : &#128378; &#128378; &#128378; &#128378; &#128378;"
A_3,24,"‎23 / 04 / 18 , 16 : 29 - SupportoBullo2 : Si siete delle bellerine / bellerini che bellano come dei gay"
A_3,25,"‎23 / 04 / 18 , 16 : 29 - Bullo2 : Infatti"
A_3,26,"‎23 / 04 / 18 , 16 : 31 - Vittima : evidentemente non siete abbastanza sensibili"
A_3,27,"‎23 / 04 / 18 , 16 : 32 - Vittima : ma avete mai visto un saggio di danza ?"
A_3,28,"‎23 / 04 / 18 , 16 : 32 - SupportoBullo2 : Casomai veniamo veniamo a vedere lo spettacolo SOLO per lanciarti i pomodore"
A_3,29,"‎23 / 04 / 18 , 16 : 33 - Bullo2 : Vero"
A_3,30,"‎23 / 04 / 18 , 16 : 33 - SupportoBullo2 : No pk hai problemi"
A_3,31,"‎23 / 04 / 18 , 16 : 33 - Vittima : Ma che ne sapete ! guarda che ci sono un sacco di ballerini famosi"
A_3,32,"‎23 / 04 / 18 , 16 : 33 - Vittima : uomini"
A_3,33,"‎23 / 04 / 18 , 16 : 33 - SupportoBullo2 : Si e fa proprio cagare"
A_3,34,"‎23 / 04 / 18 , 16 : 34 - Vittima : vabè perché tu non hai mai provato"
A_3,35,"‎23 / 04 / 18 , 16 : 34 - Vittima : che ne sai di come ballo"
A_3,36,"‎23 / 04 / 18 , 16 : 35 - SupportoBullo2 : Si ci ho provato ma mi sono vergogniata"
A_3,37,"‎23 / 04 / 18 , 16 : 35 - SupportoBullo2 : Non ci tengo a vedere un porco ballare"
A_3,38,"‎23 / 04 / 18 , 16 : 37 - Vittima : ma non ti permettere ! guarda che la danza è uno sport come un altro"
A_3,39,"‎23 / 04 / 18 , 16 : 37 - SupportoVittima2 : Ma statevene zitti Madonna che dalle sue doti mi sembra che sappia ballare meglio di voi"
A_3,40,"‎23 / 04 / 18 , 16 : 37 - Vittima : e poi è una passione tutta mia , vi ho solo chiesto se volevate venire a vedermi"
A_3,41,"‎23 / 04 / 18 , 16 : 37 - Vittima : non vi ho mica costretto"
